alg,puzzle_size,f%,instance_id,instance_path,ants,subcolonies,q0,rho,bve,safreq,saAccept,saTinit,saTmin,saCooling,commEarly,commLate,commThreshold,timeout,success_rate,time_mean,time_std,iter_mean,with_comm,without_comm
2,16x16,,2203,,10,4,0.9,0.9,0.005,50,1,1.5,0.01,0.805,100,10,200,20.0,100.0,0.01782,0.00864,4.02,0,100
2,16x16,,2205,,10,4,0.9,0.9,0.005,50,1,1.5,0.01,0.805,100,10,200,20.0,100.0,0.0246,0.01543,4.84,0,100
2,16x16,,2211,,10,4,0.9,0.9,0.005,50,1,1.5,0.01,0.805,100,10,200,20.0,100.0,0.01584,0.0088,3.62,0,100
2,16x16,,2214,,10,4,0.9,0.9,0.005,50,1,1.5,0.01,0.805,100,10,200,20.0,100.0,0.0163,0.01903,4.31,0,100
2,16x16,,2223,,10,4,0.9,0.9,0.005,50,1,1.5,0.01,0.805,100,10,200,20.0,100.0,0.01667,0.00713,3.85,0,100
2,16x16,,2228,,10,4,0.9,0.9,0.005,50,1,1.5,0.01,0.805,100,10,200,20.0,100.0,0.05598,0.07838,14.24,2,98
2,16x16,,2230,,10,4,0.9,0.9,0.005,50,1,1.5,0.01,0.805,100,10,200,20.0,100.0,0.01492,0.00675,3.77,0,100
2,16x16,,2233,,10,4,0.9,0.9,0.005,50,1,1.5,0.01,0.805,100,10,200,20.0,100.0,0.02757,0.0581,7.12,1,99
2,16x16,,2234,,10,4,0.9,0.9,0.005,50,1,1.5,0.01,0.805,100,10,200,20.0,100.0,0.01799,0.00927,4.87,0,100
2,16x16,,2237,,10,4,0.9,0.9,0.005,50,1,1.5,0.01,0.805,100,10,200,20.0,100.0,0.13956,0.20361,32.1,14,86
2,16x16,,2251,,10,4,0.9,0.9,0.005,50,1,1.5,0.01,0.805,100,10,200,20.0,100.0,0.01166,0.00511,2.97,0,100
2,16x16,,2256,,10,4,0.9,0.9,0.005,50,1,1.5,0.01,0.805,100,10,200,20.0,100.0,0.04734,0.05523,11.62,1,99
2,16x16,,2265,,10,4,0.9,0.9,0.005,50,1,1.5,0.01,0.805,100,10,200,20.0,100.0,0.00894,0.00227,2.02,0,100
2,16x16,,2280,,10,4,0.9,0.9,0.005,50,1,1.5,0.01,0.805,100,10,200,20.0,100.0,0.01626,0.01394,3.8,0,100
2,16x16,,2281,,10,4,0.9,0.9,0.005,50,1,1.5,0.01,0.805,100,10,200,20.0,100.0,0.01458,0.01248,3.91,0,100
2,16x16,,2288,,10,4,0.9,0.9,0.005,50,1,1.5,0.01,0.805,100,10,200,20.0,100.0,0.0304,0.03607,7.75,0,100
2,16x16,,2291,,10,4,0.9,0.9,0.005,50,1,1.5,0.01,0.805,100,10,200,20.0,100.0,0.01147,0.0058,2.67,0,100
2,16x16,,2292,,10,4,0.9,0.9,0.005,50,1,1.5,0.01,0.805,100,10,200,20.0,100.0,0.02236,0.07121,5.55,1,99
2,16x16,,2297,,10,4,0.9,0.9,0.005,50,1,1.5,0.01,0.805,100,10,200,20.0,100.0,0.03838,0.0618,9.69,1,99
2,16x16,,2300,,10,4,0.9,0.9,0.005,50,1,1.5,0.01,0.805,100,10,200,20.0,100.0,0.01111,0.00656,3.01,0,100
2,16x16,,2314,,10,4,0.9,0.9,0.005,50,1,1.5,0.01,0.805,100,10,200,20.0,100.0,0.01559,0.00874,3.52,0,100
2,16x16,,2330,,10,4,0.9,0.9,0.005,50,1,1.5,0.01,0.805,100,10,200,20.0,100.0,0.00993,0.00723,2.52,0,100
