alg,puzzle_size,f%,instance_id,instance_path,ants,subcolonies,q0,rho,bve,safreq,timeout,success_rate,time_mean,time_std,iter_mean,with_comm,without_comm
2,25x25,40,9,,10,4,0.9,0.9,0.005,50,120.0,100.0,0.86013,0.67143,41.51,5,95
2,25x25,40,10,,10,4,0.9,0.9,0.005,50,120.0,100.0,0.40984,0.23977,20.0,0,100
2,25x25,40,30,,10,4,0.9,0.9,0.005,50,120.0,100.0,0.91249,0.65154,42.25,2,98
2,25x25,40,50,,10,4,0.9,0.9,0.005,50,120.0,100.0,1.18437,1.01258,51.45,14,86
2,25x25,40,57,,10,4,0.9,0.9,0.005,50,120.0,100.0,0.8817,0.70207,34.53,3,97
2,25x25,40,62,,10,4,0.9,0.9,0.005,50,120.0,100.0,1.24125,1.05961,52.72,8,92
2,25x25,40,79,,10,4,0.9,0.9,0.005,50,120.0,100.0,0.99309,0.92016,41.99,2,98
2,25x25,40,80,,10,4,0.9,0.9,0.005,50,120.0,100.0,0.51365,0.33213,22.55,0,100
2,25x25,40,89,,10,4,0.9,0.9,0.005,50,120.0,100.0,0.69927,0.65308,27.23,0,100
2,25x25,40,99,,10,4,0.9,0.9,0.005,50,120.0,100.0,0.64898,0.43785,28.3,0,100
