alg,puzzle_size,f%,instance_id,instance_path,ants,subcolonies,q0,rho,bve,safreq,timeout,success_rate,time_mean,time_std,iter_mean,with_comm,without_comm
0,25x25,40,9,,10,4,0.9,0.9,0.005,50,120.0,94.0,9.15325,17.3572,155.16,,
0,25x25,40,10,,10,4,0.9,0.9,0.005,50,120.0,97.0,8.12579,12.56817,80.84,,
0,25x25,40,30,,10,4,0.9,0.9,0.005,50,120.0,96.0,13.3627,21.0066,150.3,,
0,25x25,40,50,,10,4,0.9,0.9,0.005,50,120.0,93.0,16.53621,18.0323,191.08,,
0,25x25,40,57,,10,4,0.9,0.9,0.005,50,120.0,97.0,10.09908,13.75477,117.16,,
0,25x25,40,62,,10,4,0.9,0.9,0.005,50,120.0,96.0,13.80296,15.74653,147.93,,
0,25x25,40,79,,10,4,0.9,0.9,0.005,50,120.0,99.0,15.00084,24.52165,174.32,,
0,25x25,40,80,,10,4,0.9,0.9,0.005,50,120.0,100.0,8.19071,11.36233,81.96,,
0,25x25,40,89,,10,4,0.9,0.9,0.005,50,120.0,92.0,9.10924,14.85233,96.32,,
0,25x25,40,99,,10,4,0.9,0.9,0.005,50,120.0,97.0,8.71302,14.32346,117.34,,
