alg,puzzle_size,f%,instance_id,instance_path,ants,subcolonies,q0,rho,bve,safreq,timeout,success_rate,time_mean,time_std,iter_mean,with_comm,without_comm
0,25x25,45,7,,10,4,0.9,0.9,0.005,50,120.0,81.0,20.06754,24.30242,329.75,,
0,25x25,45,71,,10,4,0.9,0.9,0.005,50,120.0,88.0,15.29837,20.01616,214.94,,
0,25x25,45,72,,10,4,0.9,0.9,0.005,50,120.0,64.0,31.22257,32.19708,474.16,,
0,25x25,45,73,,10,4,0.9,0.9,0.005,50,120.0,94.0,10.87257,20.50222,208.26,,
0,25x25,45,75,,10,4,0.9,0.9,0.005,50,120.0,77.0,12.41271,16.49894,226.17,,
0,25x25,45,76,,10,4,0.9,0.9,0.005,50,120.0,89.0,7.67773,12.26402,160.13,,
0,25x25,45,77,,10,4,0.9,0.9,0.005,50,120.0,45.0,17.92202,15.9398,448.47,,
